index,Country,Target Text,Target Name,Document,Doc,Convention,Target Textt,index,Theme,Text,Textt,generated_sample
6,Guatemala,"By 2022, 50% of the SIGAP and other forms of conservation have been consolidated since their integration into the National System for the Conservation and Sustainable Use of Biological Diversity (SINADIBIO) and the country's territorial planning.",META-7,NBSAP. 2012,NBSAP,Nature,"By 2022, 50% of the SIGAP and other forms of conservation have been consolidated since their integration into the National System for the Conservation and Sustainable Use of Biological Diversity (SINADIBIO) and the country's territorial planning.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
7,Guatemala,"By 2022, mechanisms will have been put in place to achieve sustainability in the use of biological diversity and ecosystem services in all sectors and institutions of the State, as well as at the national, regional and municipal-local levels.",META-8,NBSAP. 2012,NBSAP,Nature,"By 2022, mechanisms will have been put in place to achieve sustainability in the use of biological diversity and ecosystem services in all sectors and institutions of the State, as well as at the national, regional and municipal-local levels.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","1 - The essential overarching topic covered is ""sustainability in the use of biological diversity and ecosystem services,"" which relates to integrated water resource management and maintaining sustainable water supply within the context of water management."
8,Guatemala,"By 2022, community business development based on the sustainable use of biological diversity and the fair and equitable distribution of the benefits derived from the use of biological resources and collective traditional knowledge will enable the economic and social development of the Guatemalan population.",META-9,NBSAP. 2012,NBSAP,Nature,"By 2022, community business development based on the sustainable use of biological diversity and the fair and equitable distribution of the benefits derived from the use of biological resources and collective traditional knowledge will enable the economic and social development of the Guatemalan population.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
9,Guatemala,"By 2018, mechanisms will have been developed to adapt to and reduce the socio-environmental vulnerability caused by the effects of climate change, in order to maintain the integrity of biological diversity and the functioning of its ecosystem services, as well as the livelihoods of the population.",META-10,NBSAP. 2012,NBSAP,Nature,"By 2018, mechanisms will have been developed to adapt to and reduce the socio-environmental vulnerability caused by the effects of climate change, in order to maintain the integrity of biological diversity and the functioning of its ecosystem services, as well as the livelihoods of the population.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","1 - The essential overarching topic covered is ""integrated water resource management,"" as the target text addresses the need to adapt to climate change impacts on ecosystems, which includes maintaining water quality and availability as part of ecosystem services."
10,Guatemala,"By 2017, mechanisms for transforming the institutional framework for the management of biological diversity will be promoted, including the implementation of the political, legal and regulatory instruments necessary to improve the knowledge, valuation, protection, conservation and sustainable use of biological diversity and its ecosystem services, guaranteeing the fair and equitable distribution of benefits.",META-11,NBSAP. 2012,NBSAP,Nature,"By 2017, mechanisms for transforming the institutional framework for the management of biological diversity will be promoted, including the implementation of the political, legal and regulatory instruments necessary to improve the knowledge, valuation, protection, conservation and sustainable use of biological diversity and its ecosystem services, guaranteeing the fair and equitable distribution of benefits.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",1 - Water management
11,Guatemala,"By 2022, the State of Guatemala will provide the human and financial resources necessary to maintain social and environmental viability and sustainable development that allows for the conservation and sustainable use of biological diversity.",META-12,NBSAP. 2012,NBSAP,Nature,"By 2022, the State of the country will provide the human and financial resources necessary to maintain social and environmental viability and sustainable development that allows for the conservation and sustainable use of biological diversity.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","1 - The essential overarching topic covered is ""sustainable development"" which indirectly relates to ""maintaining sustainable water supply"" and ""conservation and sustainable use of biological diversity."""
12,Guatemala,"By 2022, the capacities of the actors and sectors will have been strengthened to improve the knowledge, valuation, protection, conservation and sustainable use of biological diversity and its ecosystem services.",META-13,NBSAP. 2012,NBSAP,Nature,"By 2022, the capacities of the actors and sectors will have been strengthened to improve the knowledge, valuation, protection, conservation and sustainable use of biological diversity and its ecosystem services.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",1 - Water management
13,Guatemala,"By 2022, mechanisms will have been implemented to promote, develop and transfer collective scientific and traditional knowledge associated with biological diversity, and technological development will be promoted to improve its conservation and sustainable use.",META-14,NBSAP. 2012,NBSAP,Nature,"By 2022, mechanisms will have been implemented to promote, develop and transfer collective scientific and traditional knowledge associated with biological diversity, and technological development will be promoted to improve its conservation and sustainable use.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","1 - The essential overarching topic covered is the conservation and sustainable use of biological diversity, which is indirectly related to maintaining sustainable water supply and securing water quality through the promotion of knowledge and technological development."
14,Guatemala,"By 2025, 32% of the national territory (3,479,124 ha) will be covered by forests and at least 30% of the forests under management will be tended by indigenous and non-indigenous women.",META REA-1.,Hoja de Ruta NDC. 2024,NDC,Climate,"By 2025, 32% of the national territory (3,479,124 ha) will be covered by forests and at least 30% of the forests under management will be tended by indigenous and non-indigenous women.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
15,Guatemala,"Conservation, protection and sustainable management of forests. Reduction of 1.5452 million tons of CO2-eq by 2030.",MEDIDA UTCUTS-1.,Hoja de Ruta NDC. 2024,NDC,Climate,"Conservation, protection and sustainable management of forests. Reduction of 1.5452 million tons of CO2-eq by 2030.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
16,Guatemala,Establishment of forest plantations. Increase in absorptions of 0.1773 million tons of CO2-eq by 2030.,MEDIDA UTCUTS-3.,Hoja de Ruta NDC. 2024,NDC,Climate,Establishment of forest plantations. Increase in absorptions of 0.1773 million tons of CO2-eq by 2030.,2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
17,Guatemala,"By 2025, the rate of degradation due to forest fires will be reduced to 36,972 hectares per year, which constitutes a 5% improvement on the baseline rate. Forest fire prevention will be improved by addressing strategies related to cyclical problems from a social perspective. The area affected by forest fires will not exceed the limit of 20,000 hectares on average per year for the period 2021-2025.",META REA-2.,Hoja de Ruta NDC. 2024,NDC,Climate,"By 2025, the rate of degradation due to forest fires will be reduced to 36,972 hectares per year, which constitutes a 5% improvement on the baseline rate. Forest fire prevention will be improved by addressing strategies related to cyclical problems from a social perspective. The area affected by forest fires will not exceed the limit of 20,000 hectares on average per year for the period 2021-2025.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
18,Guatemala,Reduction of forest degradation through fire prevention and control. Reduction of 0.12933 million tons of CO2-eq by 2030.,MEDIDA UTCUTS-2.,Hoja de Ruta NDC. 2024,NDC,Climate,Reduction of forest degradation through fire prevention and control. Reduction of 0.12933 million tons of CO2-eq by 2030.,2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
19,Guatemala,"By 2025, forest restoration and area under management has increased by 30,300 hectares through the modalities of “forest plantations”, “agroforestry systems” and “restoration of degraded forest land” of the forest incentive programs PROBOSQUE (26,900 hectares) and PINPEP (3,400 hectares).",META REA-3.,Hoja de Ruta NDC. 2024,NDC,Climate,"By 2025, forest restoration and area under management has increased by 30,300 hectares through the modalities of “forest plantations”, “agroforestry systems” and “restoration of degraded forest land” of the forest incentive programs PROBOSQUE (26,900 hectares) and PINPEP (3,400 hectares).",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
20,Guatemala,"Increase the area under the “agroforestry systems” modality of the PROBOSQUE (7,587 hectares) and PINPEP (3,072 hectares) forestry incentive programs by 10,659 hectares.",Sub-meta REA-3.1,Hoja de Ruta NDC. 2024,NDC,Climate,"Increase the area under the “agroforestry systems” modality of the PROBOSQUE (7,587 hectares) and PINPEP (3,072 hectares) forestry incentive programs by 10,659 hectares.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
21,Guatemala,Restoration of degraded areas. Increase in absorptions of 0.9443 million tons of CO2-eq by 2030.,UTCUTS-4.,Hoja de Ruta NDC. 2024,NDC,Climate,Restoration of degraded areas. Increase in absorptions of 0.9443 million tons of CO2-eq by 2030.,2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
22,Guatemala,"By 2025, the Ecosystem-based Adaptation (EbA) approach will be integrated into the strategic institutional instruments of government entities",META REA-4.,Hoja de Ruta NDC. 2024,NDC,Climate,"By 2025, the Ecosystem-based Adaptation (EbA) approach will be integrated into the strategic institutional instruments of government entities",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
23,Guatemala,Increase the share of clean energy sources,MEDIDA ENE-1.,Hoja de Ruta NDC. 2024,NDC,Climate,Increase the share of clean energy sources,2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
24,Guatemala,Change in the energy matrix (NO GHG),MEDIDA ENE-3.,Hoja de Ruta NDC. 2024,NDC,Climate,Change in the energy matrix (NO GHG),2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
25,Guatemala,Sustainable mobility 2.1 Electro-mobility,MEDIDA ENE-2.1,Hoja de Ruta NDC. 2024,NDC,Climate,Sustainable mobility 2.1 Electro-mobility,2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
26,Guatemala,Sustainable mobility 2.2 Biofuels,MEDIDA ENE-2.2,Hoja de Ruta NDC. 2024,NDC,Climate,Sustainable mobility 2.2 Biofuels,2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
27,Guatemala,"By 2025, soil conservation measures have been implemented on an additional 19,500 hectares to those existing in the 2020 baseline.",META AGS-1.,Hoja de Ruta NDC. 2024,NDC,Climate,"By 2025, soil conservation measures have been implemented on an additional 19,500 hectares to those existing in the 2020 baseline.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
28,Guatemala,"By 2025, a system for accessing climate information that disseminates the data generated by the Agroclimatic Technical Committees has been implemented and strengthened, through bulletins and an application that facilitates the updating of climate information for all users.",META AGS-3.,Hoja de Ruta NDC. 2024,NDC,Climate,"By 2025, a system for accessing climate information that disseminates the data generated by the Agroclimatic Technical Committees has been implemented and strengthened, through bulletins and an application that facilitates the updating of climate information for all users.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
29,Guatemala,"By 2025, the irrigated agricultural area will be increased by at least 4,500 hectares.",META AGS-4.,Hoja de Ruta NDC. 2024,NDC,Climate,"By 2025, the irrigated agricultural area will be increased by at least 4,500 hectares.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
30,Guatemala,"By 2025, at least 600 producers in the department of Petén implement best sustainable livestock practices on 13,500 hectares. These include silvopastoral systems, soil protection, pasture recovery, conservation of forest remnants, among others.",META AGS-5.,Hoja de Ruta NDC. 2024,NDC,Climate,"By 2025, at least 600 producers in the department of Petén implement best sustainable livestock practices on 13,500 hectares. These include silvopastoral systems, soil protection, pasture recovery, conservation of forest remnants, among others.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","1 - The target text covers the sub-topic of ""soil protection,"" which is indirectly related to water management as it contributes to maintaining water quality and preventing erosion, thereby supporting sustainable water supply and ecosystem health."
31,Guatemala,"By 2025, Guatemala will present at least one project proposal addressing the issue of sustainable livestock farming to international climate finance funds",META AGS-6.,Hoja de Ruta NDC. 2024,NDC,Climate,"By 2025, the country will present at least one project proposal addressing the issue of sustainable livestock farming to international climate finance funds",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
32,Guatemala,National strategy for sustainable low-emission cattle farming. 0.63 million tons of CO2-eq by 2030,MEDIDA AGR-1.,Hoja de Ruta NDC. 2024,NDC,Climate,National strategy for sustainable low-emission cattle farming. 0.63 million tons of CO2-eq by 2030,2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
33,Guatemala,"By 2025, at least 1500 hectares of mangrove ecosystems will be restored and reforested, with the full participation of local communities, indigenous and Garifuna peoples, and women's and youth groups.",META ZMC-1.,Hoja de Ruta NDC. 2024,NDC,Climate,"By 2025, at least 1500 hectares of mangrove ecosystems will be restored and reforested, with the full participation of local communities, indigenous and Garifuna peoples, and women's and youth groups.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",1 - freshwater ecosystem restoration
34,Guatemala,"By 2025, fisheries management with an ecosystem approach will be achieved in at least one of the country's main fisheries, that of sharks. This goal covers both industrial and artisanal levels, and includes the participation of men, women, young people and local communities.",META ZMC-2.,Hoja de Ruta NDC. 2024,NDC,Climate,"By 2025, fisheries management with an ecosystem approach will be achieved in at least one of the country's main fisheries, that of sharks. This goal covers both industrial and artisanal levels, and includes the participation of men, women, young people and local communities.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
35,Guatemala,"By 2025, CONAP has approved the technical studies of at least two (2) new protected areas in the Pacific marine-coastal zone to be incorporated into the Guatemalan System of Protected Areas (SIGAP). The technical studies will involve the participation and knowledge of women, men and local communities and will have a focus that guarantees their livelihoods.",META ZMC-3.1,Hoja de Ruta NDC. 2024,NDC,Climate,"By 2025, CONAP has approved the technical studies of at least two (2) new protected areas in the Pacific marine-coastal zone to be incorporated into the Guatemalan System of Protected Areas (SIGAP). The technical studies will involve the participation and knowledge of women, men and local communities and will have a focus that guarantees their livelihoods.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
36,Guatemala,"By 2025, at least one (1) new protected area has been incorporated into the SIGAP in the Pacific coastal zone. This process will have been socialized with women, men and local communities.",META ZMC-3.2,Hoja de Ruta NDC. 2024,NDC,Climate,"By 2025, at least one (1) new protected area has been incorporated into the SIGAP in the Pacific coastal zone. This process will have been socialized with women, men and local communities.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
37,Guatemala,"By 2025, Guatemala's reef health index (RHI) will remain at the same level as the 2020 baseline.",META ZMC-4.,Hoja de Ruta NDC. 2024,NDC,Climate,"By 2025, the country's reef health index (RHI) will remain at the same level as the 2020 baseline.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",0
38,Guatemala,"By 2025, in at least 35% of the country's basins, sub-basins and micro-basins, programs, plans, strategies and technical manuals for the integrated management of water resources at the territorial level have been implemented, respecting their governance, with a gender focus and cultural relevance.",META GRH-1.,Hoja de Ruta NDC. 2024,NDC,Climate,"By 2025, in at least 35% of the country's basins, sub-basins and micro-basins, programs, plans, strategies and technical manuals for the integrated management of water resources at the territorial level have been implemented, respecting their governance, with a gender focus and cultural relevance.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",1 - integrated water resource management
39,Guatemala,"By 2025, 50% of the basins in strategic sites of hydrological importance will have plans for the protection of the area and for sustainable management. These plans will focus on watersheds and land use planning with cultural relevance and a gender focus, according to the social context.",META GRH-2.,Hoja de Ruta NDC. 2024,NDC,Climate,"By 2025, 50% of the basins in strategic sites of hydrological importance will have plans for the protection of the area and for sustainable management. These plans will focus on watersheds and land use planning with cultural relevance and a gender focus, according to the social context.",2,Water management ,"This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ","Water management  This includes catchment protection, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water-related disaster risk management, early warning systems, water education and consulting, monitoring of water resources, and service management of water ecosystems. ",1 - Water management
