index,Country,Target Text,Target Name,index,Theme,Text,generated_sample
54,Sri Lanka,Generic enabling activities,NDC 5 - Waste,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
55,Sri Lanka,Increase forest cover of the country up to 32% by 2030,NDC 1 - Forestry,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ","1 - Increase forest cover of the country up to 32% by 2030 relates to the overarching topic of reforestation and afforestation, as it implies efforts to enhance forest areas and improve forest management practices."
56,Sri Lanka,Improve the quality of growing stock of natural forests and plantations,NDC 2 - Forestry,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",1 - natural forest management
57,Sri Lanka,Strengthen catchment protection of major rivers and cascade systems,NDC 3 - Forestry,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
58,Sri Lanka,Improve and increase of Trees Outside Forests,NDC 4 - Forestry,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",1 - natural forest management
59,Sri Lanka,Generic enabling activities,NDC 5 - Forestry,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
60,Sri Lanka,Reduce post-harvest losses and value addition of fruits and vegetables,NDC 1 - Agriculture (mitigation),3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
61,Sri Lanka,Increase crop productivity,NDC 2 - Agriculture (mitigation),3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
62,Sri Lanka,Improve adoption of renewable energy for crop farming/value addition,NDC 3 - Agriculture (mitigation),3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
63,Sri Lanka,"Improve dairy sector productivity by managing herd, herd health, feed and by improving animal comfort and welfare (40% increase of milk yield per cattle by 2030 on unconditional basis and further increase up to 55% on conditional basis. Increase productive milking cow percentage of the herd up to 40% on conditional basis)",NDC 4 - Agriculture (mitigation),3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
64,Sri Lanka,"Improve productivity of Monogastrics by improving genetic, feed efficiency, animal health, comfort and welfare",NDC 5 - Agriculture (mitigation),3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
65,Sri Lanka,Adopt renewable energy for livestock applications,NDC 6 - Agriculture (mitigation),3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
66,Sri Lanka,Climate change considerations mainstreamed into agriculture in the country,NDC 1 - Agriculture (adaptation),3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
67,Sri Lanka,Promote Integrated Pest Management (IPM) and Integrated Plant and Nutrition Systems (IPNS) in most vulnerable areas/districts/crops,NDC 2 - Agriculture (adaptation),3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
68,Sri Lanka,Develop/introduce varieties resistant/tolerant to biotic and abiotic stresses targeting most vulnerable agricultural crops to climate change,NDC 3 - Agriculture (adaptation),3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
69,Sri Lanka,Revisit the Agro Ecological Regions (AERs) maps of the country with current and future climate scenarios and recommend appropriate crops for different regions to reduce vulnerability to climate change impacts,NDC 4 - Agriculture (adaptation),3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
70,Sri Lanka,Enhance sustainable land and water management pratices in areas where anticipated climate vulnerability is severe,NDC 5 - Agriculture (adaptation),3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ","1 - Enhance sustainable land and water management practices in areas where anticipated climate vulnerability is severe - this indirectly relates to sustainable forestry practices and forest management, as effective land management is essential for maintaining forest health and preventing degradation."
71,Sri Lanka,Enhanced early warning and risk management mechanisms introduced to reduce climate change vulnerability,NDC 6 - Agriculture (adaptation),3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
72,Sri Lanka,Ecosystem-based Approach to Fisheries Management (EAFM) adopted in areas of high climate vulnerability to enhance resilience,NDC 1 - Fisheries,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
73,Sri Lanka,Expand aquaculture and culture-based fisheries to address food security issues relating to climate change,NDC 2 - Fisheries,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
74,Sri Lanka,Breeding of climate change resilient and commercially important aquatic resources,NDC 3 - Fisheries,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
75,Sri Lanka,"Increase the production capabilities of fisheries, aquatic resources in 30 lagoons that are highly vulnerable to climate change",NDC 4 - Fisheries,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
76,Sri Lanka,Enhanced safety at sea against climate change influenced extreme conditions,NDC 5 - Fisheries,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
77,Sri Lanka,Diversification of livelihoods of fisherfolk to build resilience to climate change,NDC 6 - Fisheries,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
78,Sri Lanka,Conduct fisheries and aquatic resources research to build resilience to climate change,NDC 7 - Fisheries,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
79,Sri Lanka,Introduce adaptation measures to address adverse impacts of climate change on ruminant livestock,NDC 1 - Livestock,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
80,Sri Lanka,Introduce technological innovations and interventions to build resilience in poultry and swine farming,NDC 2 - Livestock,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
81,Sri Lanka,"Improve research, education, awareness and capacity building for climate change adaptation",NDC 3 - Livestock,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
82,Sri Lanka,Integrated River Basin Management (IRBM) adopted in 15 prioritized river basins in the country,NDC 1 - Water,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
83,Sri Lanka,"Ground and surface water monitoring in the Northern, North Central and North Western provinces and other areas of high drinking water vulnerability to drought",NDC 2 - Water,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
84,Sri Lanka,Promote climate-resilient water supply schemes,NDC 3 - Water,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
85,Sri Lanka,"Promote the use of wastewater for gardening, sanitary, construction and other purposes to reduce demand for treated water",NDC 4 - Water,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
86,Sri Lanka,Establish salinity barriers in 3 rivers where intakes are subjected to climate change influenced saline water intrusion during the drought season,NDC 5 - Water ,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
87,Sri Lanka,Capacity building for water sector personnel and public awareness on building resilience to climate change,NDC 6 - Water,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
88,Sri Lanka,"Restore, rehabilitate and augment 25 major/medium reservoirs and 300 minor irrigation systems and 200km length of irrigation canals of the country for enhancing climate resilience in the agriculture sector",NDC 7 - Water,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
89,Sri Lanka,Introduce or promote alternative water resources as a climate change resilience building intervention for domestic and supplementary irrigation,NDC 8 - Water,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
90,Sri Lanka,Enhance water management in 40 irrigation schemes,NDC 9 - Water,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
91,Sri Lanka,Assess river floods and mitigation measures and early warning systems for possible flash floods for five priority basins,NDC 10 - Water,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
92,Sri Lanka,Management of climate-sensitive areas and restoration of degraded areas inside and outside the protected areas (Protected Areas) network to conserve habitats that are highly vulnerable to climate change,NDC 1 - Biodiversity,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",1 - Management of climate-sensitive areas and restoration of degraded areas inside and outside the protected areas network to conserve habitats that are highly vulnerable to climate change.
93,Sri Lanka,Increase connectivity in the zones that will be subjected to climate-driven changes according to current predictions through landscape approaches,NDC 2 - Biodiversity,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
94,Sri Lanka,Expansion of Protected Area (Protected Areas) extent to enhance the ability of the Protected Areas network to function as a buffer for climate change,NDC 3 - Biodiversity,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ","1 - Expansion of Protected Area extent to enhance the ability of the Protected Areas network to function as a buffer for climate change relates to the overarching topic of sustainable forestry practices and forest management, as protected areas play a crucial role in preventing deforestation and forest degradation, as well as in the conservation and restoration of forest ecosystems."
95,Sri Lanka,Strengthen ex-situ conservation programmes covering climate-vulnerable taxa and regions,NDC 4 - Biodiversity,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
96,Sri Lanka,Effective management of the spread of Invasive Alien Species (Invasive Alien Species) triggered by favorable climatic conditions,NDC 5 - Biodiversity,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
97,Sri Lanka,Establish an accurate sea level rise forecasting system for the country,NDC 1 - Coastal & Marine,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
98,Sri Lanka,Prepare updated vulnerability and risk maps for the coastal belt of the country ,NDC 2 - Coastal & Marine,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
99,Sri Lanka,Adopt optimal shoreline management works/measures covering affected length of shoreline using a combination of hard & soft solutions to prevent coastal erosion in areas most vulnerable to Sea Level Rise,NDC 3 - Coastal & Marine,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
100,Sri Lanka,Identify and declare coastal and marine natural areas of high priority for building resilience for climate change impacts,NDC 4 - Coastal & Marine,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
101,Sri Lanka,Policy intiatives for enhancing the climate resilience of the health sector promoted and integrated to all related sectors,NDC 1 - Health,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
102,Sri Lanka,Improved capacity to manage non-communicable diseases (Non-Communicable Disease) and health conditions directly attributable to climate change,NDC 2 - Health,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
103,Sri Lanka,Manage the worsening of under-nutrition and malnutrition due to climate change,NDC 3 - Health,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
104,Sri Lanka,"Strengthen surveilance and management of climate-sensitive vector and rodent borne diseases (dengue, malaria, filaria, leishmaniasis and leptospirosis)",NDC 4 - Health,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
105,Sri Lanka,"Reduce morbidity and mortality from extreme weather/climate events (floods, droughts, landslides and other climate-related emergencies)",NDC 5 - Health,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
106,Sri Lanka,"Enhance the resilience of human settlements and infrastructure through mainstreaming climate change adaptation into national, sub-national and local level physical planning",NDC 1 - Urban Planning & Human Settlements,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
107,Sri Lanka,Incorporate Disaster Risk Reduction (Disaster Risk Reduction) into the urban and human settlement planning/implementation in areas of high vulnerability to climate change risks,NDC 2 - Urban Planning & Human Settlements,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
108,Sri Lanka,Establish a climate-resilient built environment,NDC 3 - Urban Planning & Human Settlements,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
109,Sri Lanka,Minimize the impact of slow onset events (sea-level rise) on coastal settlements and infrastructure,NDC 4 - Urban Planning & Human Settlements,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
110,Sri Lanka,Build resilience through sustainable tourism practices and improved risk preparedness in destinations of high climate change vulnerability,NDC 1 - Tourism,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
111,Sri Lanka,Introduce risk reduction and risk transfer mechanisms for climate-induced disasters affecting tourism,NDC 2 - Tourism,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
112,Sri Lanka,Promote climate resilience in the tourism sector by introducing green building design to all new constructions and refurbishments,NDC 3 - Tourism,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
113,Sri Lanka,Conduct a gap analysis to assess the current status and understanding of Loss and Damage,NDC 1 - L&D,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
114,Sri Lanka,Strengthen the existing weather and climate forecasting system,NDC 2 - L&D,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
115,Sri Lanka,Improve data management systems to record losses and damages per sector,NDC 3 - L&D,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
116,Sri Lanka,"Establish an overarching, nationally appropriate, functional institutional mechanism for Loss and Damage in line with the Warsaw International Mechanism for Loss and Damage (WIM)",NDC 4 - L&D,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
117,Sri Lanka,Develop a comprehensive Risk Management Global Biodiversity Framework,NDC 5 - L&D,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ",0
118,Sri Lanka,Halt the conversion of forests and wetlands to other land cover classes,Target 1,3,Forest management and protection ,"This includes natural forest management, improved plantations, sustainable forestry practices, avoiding fuelwood harvest, preventing illegal logging, avoiding deforestation and forest degradation, fire management, REDD+ implementation, reforestation, afforestation, tree planting on degraded land, temperate and tropical forest restoration, forest carbon sink management, education and consulting, and monitoring forest changes. ","1 - Halt the conversion of forests and wetlands to other land cover classes - this relates to avoiding deforestation and forest degradation, which is a sub-topic of the cross-reference theme text."
