index,Country,Target Text,Target Name,Document,Source,Convention,Doc,Type,Target Textt,index,Themes,Texts,Area,Textt,generated_sample
37,Uzbekistan,"Increase irrigation system efficiency and water availability, conserve resources and increase the area under water-saving technologies to 2 million hectares, improve land reclamation and reduce salinization of arable land. Develop cooperation to ensure security in the context of global climate change in the Central Asia Region",BTR1 Target 7,BTR1 of ,https://unfccc.int/sites/default/files/resource/BTR1_Uzbekistan_eng.pd,climate,BTR,Other targets,"Increase irrigation system efficiency and water availability, conserve resources and increase the area under water-saving technologies to 2 million hectares, improve land reclamation and reduce salinization of arable land. Develop cooperation to ensure security in the context of global climate change in the Central Asia Region",1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",NbS,"Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
38,Uzbekistan,Increase the share of renewable energy sources to 25% of total power generation,NDC2 Target 1,NDC2.0,Uzbekistan_Updated NDC_2021_EN.pdf,climate,NDC,NDC targets,Increase the share of renewable energy sources to 25% of total power generation,1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",NbS,"Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
39,Uzbekistan,Double the energy efficiency indicator relative to the level of 2018,NDC2 Target 2,NDC2.0,Uzbekistan_Updated NDC_2021_EN.pdf,climate,NDC,NDC targets,Double the energy efficiency indicator relative to the level of 2018,1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",NbS,"Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
40,Uzbekistan,Halve the energy intensity of GDP,NDC2 Target 3,NDC2.0,Uzbekistan_Updated NDC_2021_EN.pdf,climate,NDC,NDC targets,Halve the energy intensity of Gross Domestic Product,1,Agriculture and livestock management,"This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",NbS,"Agriculture and livestock management This includes climate-resilient crops, climate-resilient livestock management, climate-smart agriculture, regenerative agriculture, crop diversification, integrated water management, grazing land management, agricultural land and soil management, post-harvest processing, sustainable intensification, agriculture and livestock disease management, agricultural education and consulting, increased food productivity, agroforestry, agricultural diversification, improved grazing land management, and reduced grassland conservation to cropland.",0
0,Uzbekistan,"By 2030 all areas of Uzbekistan are under a national system of participatory integrated spatial land and natural resource use planning at district level, that adequately considers and incorporates the restoration and maintenance of biodiversity values and ecosystem services, as part of wider sustainable development planning",CBD Target 1a,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/0,nature,CBDORT,National Biodiversity Targets,"By 2030 all areas of the country are under a national system of participatory integrated spatial land and natural resource use planning at district level, that adequately considers and incorporates the restoration and maintenance of biodiversity values and ecosystem services, as part of wider sustainable development planning",2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",1
1,Uzbekistan,By 2030 all cities in Uzbekistan have “masterplans” for preservation and creation of “green areas” covering 30% of their territory that enhance both the living environment for people and conservation of biodiversity.,CBD Target 1b,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/1,nature,CBDORT,National Biodiversity Targets,By 2030 all cities in the country have “masterplans” for preservation and creation of “green areas” covering 30% of their territory that enhance both the living environment for people and conservation of biodiversity.,2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",0
2,Uzbekistan,"By 2030 undertake the ecological restoration of at least 30% of degraded landscapes and ecosystems in Uzbekistan, with priority placed on those providing most critical ecosystem services and biodiversity values.",CBD Target 2,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/2,nature,CBDORT,National Biodiversity Targets,"By 2030 undertake the ecological restoration of at least 30% of degraded landscapes and ecosystems in the country, with priority placed on those providing most critical ecosystem services and biodiversity values.",2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",0
3,Uzbekistan,"Undertake urgent management actions to conserve species on the Uzbekistan Red List, with priority to those most threatened and endangered, through species-specific conservation action plans, establishment and effective management of ex-situ and re-introduction programmes (in-situ covered by Target 3), and establish mechanisms for minimising human/wildlife conflict.",CBD Target 3,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/3,nature,CBDORT,National Biodiversity Targets,"Undertake urgent management actions to conserve species on the the country Red List, with priority to those most threatened and endangered, through species-specific conservation action plans, establishment and effective management of ex-situ and Renewable Energy-introduction programmes (in-situ covered by Target 3), and establish mechanisms for minimising human/wildlife conflict.",2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",0
4,Uzbekistan,"By 2030 at least 30 percent of Uzbekistan’s terrestrial and inland water areas are effectively conserved and managed through ecologically representative, well-connected and equitably governed systems of protected areas (IUCN Cat. I-IV 0 20%) and other effective area-based conservation measures that will be developed and applied (additional 10%).",CBD Target 4,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/4,nature,CBDORT,National Biodiversity Targets,"By 2030 at least 30 percent of the country’s terrestrial and inland water areas are effectively conserved and managed through ecologically representative, well-connected and equitably governed systems of protected areas (IUCN Cat. I-IV 0 20%) and other effective area-based conservation measures that will be developed and applied (additional 10%).",2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",1
5,Uzbekistan,Strengthen the mechanisms for regulation and control of the use and trade of flora and fauna within and to outside of Uzbekistan in accordance with sound national conservation needs and international agreements.,CBD Target 5,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/5,nature,CBDORT,National Biodiversity Targets,Strengthen the mechanisms for regulation and control of the use and trade of flora and fauna within and to outside of the country in accordance with sound national conservation needs and international agreements.,2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",0
6,Uzbekistan,"Establish effective mechanisms to reduce the introduction of invasive species to Uzbekistan by at least 50% by 2030, and ensure control of already established invasive species in order to minimize economic losses and impacts to biodiversity",CBD Target 6,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/6,nature,CBDORT,National Biodiversity Targets,"Establish effective mechanisms to reduce the introduction of invasive species to the country by at least 50% by 2030, and ensure control of already established invasive species in order to minimize economic losses and impacts to biodiversity",2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",0
7,Uzbekistan,"Reduce pollution risks and the negative impact of pollution from all sources by 2030, to levels that are not harmful to biodiversity and ecosystem functions and services, considering cumulative effects. Including pollution originating from agriculture (nutrients from fertilizer, pesticides, saline water), from industry (chemicals), and waste (sewage, other waste, particularly plastics).",CBD Target 7,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/7,nature,CBDORT,National Biodiversity Targets,"Reduce pollution risks and the negative impact of pollution from all sources by 2030, to levels that are not harmful to biodiversity and ecosystem functions and services, considering cumulative effects. Including pollution originating from agriculture (nutrients from fertilizer, pesticides, saline water), from industry (chemicals), and waste (sewage, other waste, particularly plastics).",2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",0
8,Uzbekistan,"Ensure the efficient and effective integration and synergistic implementation of the interlinked issues of climate change adaption, combatting land degradation and biodiversity/ecosystem services conservation through active integration and intergovernmental coordination of actions and the prioritization of “ecosystem-based” approaches” to addressing these fundamental threats to Uzbekistan sustainable development.",CBD Target 8,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/8,nature,CBDORT,National Biodiversity Targets,"Ensure the efficient and effective integration and synergistic implementation of the interlinked issues of climate change adaption, combatting land degradation and biodiversity/ecosystem services conservation through active integration and intergovernmental coordination of actions and the prioritization of “ecosystem-based” approaches” to addressing these fundamental threats to the country sustainable development.",2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",0
9,Uzbekistan,"Ensure by 2030 that wild species and aesthetically high value natural landscapes of Uzbekistan are used sustainably, in order to maximize the social, economic and environmental benefits for people (particularly rural populations most dependant on nature).",CBD Target 9,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/9,nature,CBDORT,National Biodiversity Targets,"Ensure by 2030 that wild species and aesthetically high value natural landscapes of the country are used sustainably, in order to maximize the social, economic and environmental benefits for people (particularly rural populations most dependant on nature).",2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",0
10,Uzbekistan,"By 2030 areas under arable agriculture, pasture, forestry, and fisheries will be managed sustainably and the increased productivity of such areas will be achieved through the utilization of sound ecologically based best practices, thereby ensuring resilience and long-term efficiency and productivity of these production systems, and to food security, conserving and restoring biodiversity and maintaining nature’s contributions to people, including ecosystem functions and services.",CBD Target 10,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/10,nature,CBDORT,National Biodiversity Targets,"By 2030 areas under arable agriculture, pasture, forestry, and fisheries will be managed sustainably and the increased productivity of such areas will be achieved through the utilization of sound ecologically based best practices, thereby ensuring resilience and long-term efficiency and productivity of these production systems, and to food security, conserving and restoring biodiversity and maintaining nature’s contributions to people, including ecosystem functions and services.",2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",1
11,Uzbekistan,"Restore, maintain, and enhance nature’s contributions to people, including ecosystem functions and services, such as the regulation of air, water, and climate, soil health, pollination, and reduction of disease risk, as well as protection from natural hazards and disasters, through nature-based solutions and/or ecosystem-based approaches for the benefit of all people and nature",CBD Target 11,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/11,nature,CBDORT,National Biodiversity Targets,"Restore, maintain, and enhance nature’s contributions to people, including ecosystem functions and services, such as the regulation of air, water, and climate, soil health, pollination, and reduction of disease risk, as well as protection from natural hazards and disasters, through nature-based solutions and/or ecosystem-based approaches for the benefit of all people and nature",2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",1
12,Uzbekistan,"By 2030 ensure that all city and urban populations in Uzbekistan has access to a high-quality area of “green and blue spaces” that improve human health and well-being and connection to nature, contributing to inclusive and sustainable urbanization, the conservation of national biodiversity and the provision of ecosystem functions and services",CBD Target 12,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/12,nature,CBDORT,National Biodiversity Targets,"By 2030 ensure that all city and urban populations in the country has access to a high-quality area of “green and blue spaces” that improve human health and well-being and connection to nature, contributing to inclusive and sustainable urbanization, the conservation of national biodiversity and the provision of ecosystem functions and services",2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",0
13,Uzbekistan,"By 2030 identify and take any relevant or required actions to put in place in Uzbekistan the legal, policy, administrative and capacity-building measures at all levels, as appropriate, to ensure the fair and equitable sharing of benefits that arise from the utilization of genetic resources and from digital sequence information on genetic resources",CBD Target 13,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/13,nature,CBDORT,National Biodiversity Targets,"By 2030 identify and take any relevant or required actions to put in place in the country the legal, policy, administrative and capacity-building measures at all levels, as appropriate, to ensure the fair and equitable sharing of benefits that arise from the utilization of genetic resources and from digital sequence information on genetic resources",2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",0
14,Uzbekistan,"Ensure the full integration of biodiversity and its multiple values into all relevant national policies, regulations, planning, and development processes, in particular those with significant impacts and high synergies with biodiversity (land degradation, climate change adaption, water and agriculture, and rural socio-economic development, etc.), progressively aligning all relevant public and private activities, and fiscal and financial flows with the goals and targets of the National Biodiversity Strategy .",CBD Target 14,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/14,nature,CBDORT,National Biodiversity Targets,"Ensure the full integration of biodiversity and its multiple values into all relevant national policies, regulations, planning, and development processes, in particular those with significant impacts and high synergies with biodiversity (land degradation, climate change adaption, water and agriculture, and rural socio-economic development, etc.), progressively aligning all relevant public and private activities, and fiscal and financial flows with the goals and targets of the National Biodiversity Strategy .",2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",1
15,Uzbekistan,"By 2030, based on international best practice guidelines*, identify and initiate the development of legal, administrative, or policy measures needed in Uzbekistan to encourage and enable businesses, and in particular large and transnational companies and financial institutions, to progressively: reduce negative impacts on biodiversity, increase positive impacts, reduce biodiversity-related risks to business and financial institutions, promote actions to ensure sustainable patterns of production.",CBD Target 15,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/15,nature,CBDORT,National Biodiversity Targets,"By 2030, based on international best practice guidelines*, identify and initiate the development of legal, administrative, or policy measures needed in the country to encourage and enable businesses, and in particular large and transnational companies and financial institutions, to progressively: reduce negative impacts on biodiversity, increase positive impacts, reduce biodiversity-related risks to business and financial institutions, promote actions to ensure sustainable patterns of production.",2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",0
16,Uzbekistan,"Improve progressively, through to 2030, global resource efficiency in consumption and production and endeavour to decouple economic growth from environmental degradation/biodiversity and ecosystem services loss, following the 10-Year Framework of Programmes on Sustainable Consumption and Production.",CBD Target 16,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/16,nature,CBDORT,National Biodiversity Targets,"Improve progressively, through to 2030, global resource efficiency in consumption and production and endeavour to decouple economic growth from environmental degradation/biodiversity and ecosystem services loss, following the 10-Year Global Biodiversity Framework of Programmes on Sustainable Consumption and Production.",2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",0
17,Uzbekistan,"By 2030 increase national capacity and research investment in biotechnology and biosafety in order to access potential benefits, avoid risks, and comply with international obligations.",CBD Target 17,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/17,nature,CBDORT,National Biodiversity Targets,"By 2030 increase national capacity and research investment in biotechnology and biosafety in order to access potential benefits, avoid risks, and comply with international obligations.",2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",0
18,Uzbekistan,By 2026 identify key subsidies and incentives that harm biodiversity and signal a commitment to address these.,CBD Target 18a,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/18,nature,CBDORT,National Biodiversity Targets,By 2026 identify key subsidies and incentives that harm biodiversity and signal a commitment to address these.,2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",0
19,Uzbekistan,"By 2030 initiate substantive efforts to reduce, eliminate, phase out, or reform those subsidies and incentives that have the greatest negative impacts on biodiversity, including those in the energy, agriculture, infrastructure, mining, water, and land use sectors.",CBD Target 18b,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/19,nature,CBDORT,National Biodiversity Targets,"By 2030 initiate substantive efforts to reduce, eliminate, phase out, or reform those subsidies and incentives that have the greatest negative impacts on biodiversity, including those in the energy, agriculture, infrastructure, mining, water, and land use sectors.",2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",1
20,Uzbekistan,"By 2030 scale up positive incentives that support biodiversity conservation and sustainable use, including those that target government-run and private/community-level protected and conserved areas, sustainable land management, nature-positive business, nature-based and ecosystem-based solutions, and infrastructure.",CBD Target 18c,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/20,nature,CBDORT,National Biodiversity Targets,"By 2030 scale up positive incentives that support biodiversity conservation and sustainable use, including those that target government-run and private/community-level protected and conserved areas, sustainable land management, nature-positive business, nature-based and ecosystem-based solutions, and infrastructure.",2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",0
21,Uzbekistan,"By 2026 develop and initiate implementation of a national biodiversity finance plan, resource mobilization strategy, and associated budgetary and financial tracking measures.",CBD Target 19a,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/21,nature,CBDORT,National Biodiversity Targets,"By 2026 develop and initiate implementation of a national biodiversity finance plan, resource mobilization strategy, and associated budgetary and financial tracking measures.",2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",0
22,Uzbekistan,"By 2030, increase public budget allocations to biodiversity by at least 15% over current levels.",CBD Target 19b,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/22,nature,CBDORT,National Biodiversity Targets,"By 2030, increase public budget allocations to biodiversity by at least 15% over current levels.",2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",0
23,Uzbekistan,"By 2030, establish a viable mechanism for retaining, earmarking and reinvesting public revenues and associated income streams in biodiversity conservation, at national and site levels.",CBD Target 19c,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/23,nature,CBDORT,National Biodiversity Targets,"By 2030, establish a viable mechanism for retaining, earmarking and reinvesting public revenues and associated income streams in biodiversity conservation, at national and site levels.",2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",0
24,Uzbekistan,"By 2030, develop and initiate on at least a pilot basis innovative biodiversity finance mechanisms that are generating new public revenues and private / community-level rewards, such as payments for ecosystem services, nature-themed bonds, biodiversity offsets and credits, nature-themed investment funds and financial products.",CBD Target 19d,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/24,nature,CBDORT,National Biodiversity Targets,"By 2030, develop and initiate on at least a pilot basis innovative biodiversity finance mechanisms that are generating new public revenues and private / community-level rewards, such as payments for ecosystem services, nature-themed bonds, biodiversity offsets and credits, nature-themed investment funds and financial products.",2,Water management,"This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",NbS,"Water management This includes catchment protection, sustainable irrigation, watershed restoration, freshwater ecosystem restoration, integrated water resource management, maintaining sustainable water supply, securing water quality, water education and consulting, and monitoring of water resources, and service management of water ecosystems.",0
